title,price,cpu,ram,graphic,SSD,resolution
โน๊ตบุ๊ค Asus TUF F17 FX707ZV4-LL021W Gaming Notebook,"฿42,990",Intel Core i7-12700H,16GB DDR4,NVIDIA GeForce RTX 4060 Laptop,512GB SSD,"2560 x 1440 (2K QHD) 17.3"" 240Hz IPS"
โน๊ตบุ๊ค Asus ROG Strix G18 G814JI-N6070W Gaming Notebook,"฿84,990",Intel Core i9-13980HX,32GB DDR5,NVIDIA GeForce RTX 4070 Laptop,1TB SSD,"2560 x 1600 18"" 240Hz IPS"
โน๊ตบุ๊ค Asus ROG Zephyrus G16 GU603VV-N4024WS Gaming Notebook,"฿65,990",Intel Core i9-13900H,16GB DDR4,NVIDIA GeForce RTX 4060 Laptop,1TB SSD,"2560 x 1600 16"" 240Hz IPS"
โน๊ตบุ๊ค MSI Thin GF63 12VE-048TH Gaming Notebook,"฿42,990",Intel Core i5-12450H,16GB DDR4,NVIDIA GeForce RTX 4050 Laptop,512GB SSD,"1920 x 1080 (Full HD) 15.6"" 144Hz IPS"
โน๊ตบุ๊ค MSI Thin GF63 12VE-046TH Gaming Notebook,"฿45,990",Intel Core i7-12650H,16GB DDR4,NVIDIA GeForce RTX 4050 Laptop,512GB SSD,"1920 x 1080 (Full HD) 15.6"" 144Hz IPS"
โน๊ตบุ๊ค MSI Cyborg 15 A12VF-013TH Gaming Notebook,"฿46,990",Intel Core i5-12450H,16GB DDR5,NVIDIA GeForce RTX 4060 Laptop,512GB SSD,"1920 x 1080 (Full HD) 15.6"" 144Hz IPS"
โน๊ตบุ๊ค MSI Katana 15 B12VGK-205TH Gaming Notebook,"฿60,999",Intel Core i5-12450H,16GB DDR5,NVIDIA GeForce RTX 4070 Laptop,1TB SSD,"1920 x 1080 (Full HD) 15.6"" 144Hz IPS"
โน๊ตบุ๊ค MSI Katana 15 B12VGK-097TH Gaming Notebook,"฿63,999",Intel Core i7-12650H,16GB DDR5,NVIDIA GeForce RTX 4070 Laptop,1TB SSD,"1920 x 1080 (Full HD) 15.6"" 144Hz IPS"
โน๊ตบุ๊ค Asus ROG Strix Scar 18 G834JZ-N6020W Gaming Notebook,"฿107,990",Intel Core i9-13980HX,32GB DDR5,NVIDIA GeForce RTX 4080 Laptop,1TB SSD,"2560 x 1600 18"" 240Hz IPS"
โน๊ตบุ๊ค Lenovo Legion 5 15IAH7H-82RB00Q0TA Gaming Notebook,"฿55,990",Intel Core i5-12500H,16GB DDR5,NVIDIA GeForce RTX 3060 Laptop,512GB SSD,"2560 x 1440 (2K QHD) 15.6"" 165Hz IPS"
โน๊ตบุ๊ค Lenovo IdeaPad Gaming 3 15IAH7-82S900WMTA Gaming Notebook,"฿41,990",Intel Core i7-12650H,8GB DDR4,NVIDIA GeForce RTX 3050 Laptop,512GB SSD,"1920 x 1080 (Full HD) 15.6"" 165Hz IPS"
โน๊ตบุ๊ค Colorful X15 XS-i7/16/512 Gaming Notebook,"฿35,980",Intel Core i7-12700H,16GB DDR4,NVIDIA GeForce RTX 3050 Ti Laptop,512GB SSD,"1920 x 1080 (Full HD) 15.6"" 144Hz IPS"
โน๊ตบุ๊ค Colorful X15 XS-i5/16/512 Gaming Notebook,"฿29,980",Intel Core i5-12500H,16GB DDR4,NVIDIA GeForce RTX 3050 Laptop,512GB SSD,"1920 x 1080 (Full HD) 15.6"" 144Hz IPS"
โน๊ตบุ๊ค Lenovo IdeaPad Gaming 3 16IAH7-82SA001KTA Gaming Notebook,"฿44,990",Intel Core i5-12500H,16GB DDR4,NVIDIA GeForce RTX 3060 Laptop,512GB SSD,"1920 x 1200 16"" 165Hz IPS"
โน๊ตบุ๊ค Lenovo IdeaPad Gaming 3 15IAH7-82S900RUTA Gaming Notebook,"฿36,990",Intel Core i5-12450H,8GB DDR4,NVIDIA GeForce RTX 3050 Ti Laptop,512GB SSD,"1920 x 1080 (Full HD) 15.6"" 165Hz IPS"
โน๊ตบุ๊ค Asus TUF F17 FX707ZE-HX066W Gaming Notebook,"฿48,990",Intel Core i7-12700H,16GB DDR5,NVIDIA GeForce RTX 3050 Ti Laptop,512GB SSD,"1920 x 1080 (Full HD) 17.3"" 144Hz IPS"
โน๊ตบุ๊ค Lenovo Legion 5 15IAH7H-82RB00A1TA Gaming Notebook,"฿59,990",Intel Core i7-12700H,16GB DDR5,NVIDIA GeForce RTX 3060 Laptop,512GB SSD,"2560 x 1440 (2K QHD) 15.6"" 165Hz IPS"
